TraitName,Timepoint,Domain,Group,Trait,BW.Var,Age.Var,coef,p_add,q_add,p_int,q_int,coef_AL,p_AL,q_AL,coef_1D,p_1D,q_1D,coef_2D,p_2D,q_2D,coef_20,p_20,q_20,coef_40,p_40,q_40,N_AL,N_1D,N_2D,N_20,N_40
Y2A_Frailty_RightingReflex,Y2A,Frailty,Health,RightingReflex,Y2A_Frailty_BWTest,Y2A_Frailty_AgeInDays,-0.017887306366571067,0.5034157688257961,0.7177412941674716,0.9278651978358534,0.9944097161284644,-0.024300504508265073,0.5675863398306065,0.832227823432607,-0.05284677104790931,0.3441962288268817,0.7327051457961464,0.009121479036673378,0.8930442388075748,0.9701735534276084,0.0029083838618313854,0.955055720883498,0.9953710278785802,-0.045474342976886954,0.6678317924732029,0.9205818561697598,169,164,169,166,166
Y2A_Frailty_VestibDisturbance,Y2A,Frailty,Health,VestibDisturbance,Y2A_Frailty_BWTest,Y2A_Frailty_AgeInDays,-0.018267150388788435,0.49462259115870855,0.7110381386125488,0.0026776344575517104,0.1480937826907446,0.0066392020065965465,0.8797903743776816,0.9789204419093426,-0.07427925592374321,0.11009908100124156,0.4498876240912802,0.09112738372481184,0.1454980145390403,0.42224117688676593,0.14780607745256813,0.053701253726017854,0.31516473498220315,-0.18217132307169656,0.010118828121602676,0.14919488772025763,169,164,169,166,166
Y2A_Frailty_Cataracts,Y2A,Frailty,Health,Cataracts,Y2A_Frailty_BWTest,Y2A_Frailty_AgeInDays,-0.02710548938724159,0.31215725951318257,0.5214692038271264,0.041999782638128084,0.5697706361663036,-0.021156234844900857,0.5636798154682489,0.8282246469985756,-0.04655218756548728,0.5285788006655636,0.8572325497628717,-0.009077997537685881,0.8716612903163166,0.9598316873850035,0.09346564620539094,0.17672438276843705,0.5183725925471002,-0.2307822786133308,0.008128682757365077,0.1284331875663682,169,164,169,166,166
Y2A_Frailty_EyeDischargeOrSwelling,Y2A,Frailty,Health,EyeDischargeOrSwelling,Y2A_Frailty_BWTest,Y2A_Frailty_AgeInDays,0.005890163103833409,0.8270126637981555,0.9274908379044734,0.35301120036619704,0.9046784436457699,-0.011463166875769683,0.6604851108385575,0.8950198449223015,NA,NA,NA,NA,NA,NA,0.052808972441841164,0.3755505971464542,0.7044015562506604,NA,NA,NA,169,164,169,166,166
Y2A_Frailty_Microphthalmia,Y2A,Frailty,Health,Microphthalmia,Y2A_Frailty_BWTest,Y2A_Frailty_AgeInDays,0.005231109605712273,0.8462817323892952,0.9345001300342595,0.4757005701738185,0.9396125275749886,-0.031813456500182725,0.49064640209235055,0.8067412131224443,-0.027045605062919274,0.7049878346227265,0.9447435516374321,0.014752489855590878,0.7942606997771948,0.9365605496052614,-0.04490073929645619,0.6001125904166138,0.8408622597618306,0.08536094561469683,0.14978238275872707,0.5586617472820697,169,164,169,166,166
Y2A_Frailty_CornealOpacity,Y2A,Frailty,Health,CornealOpacity,Y2A_Frailty_BWTest,Y2A_Frailty_AgeInDays,0.013917448277086037,0.6033823380740692,0.7927731390836047,0.1775077639963708,0.807428078117364,-0.003833388787576909,0.9006170692003267,0.979189940229395,NA,NA,NA,0.011889727961506658,0.9266584567465984,0.971761301986477,-0.023258773846073777,0.6820469768953937,0.8778179724247389,0.17179126213131912,0.041857333828301875,0.32000606830024336,169,164,169,166,166
Y2A_Frailty_VisionLoss,Y2A,Frailty,Health,VisionLoss,Y2A_Frailty_BWTest,Y2A_Frailty_AgeInDays,-0.021476264509841417,0.4230664035920706,0.6481017246516826,0.12224457163634542,0.7371183765004591,0.0048728812257311455,0.9178668908112944,0.979189940229395,-1.374992643938072e-4,0.9976965105891138,0.9977188072982123,0.08575334666945132,0.20694233687548014,0.5199151997118954,0.016924882027622115,0.8014672873352577,0.9357150472376049,-0.14120249951895186,0.038357432966024334,0.31341704750049176,169,164,169,166,166
Y2A_Frailty_MenaceReflex,Y2A,Frailty,Health,MenaceReflex,Y2A_Frailty_BWTest,Y2A_Frailty_AgeInDays,-0.01343619353484466,0.6179022198182103,0.7965686818190023,0.7366524001817361,0.9910284616491165,-0.031618391839673396,0.4871646672485115,0.8037212884290956,0.00709564354699093,0.9206941749821006,0.9925311324188524,0.036821802379120173,0.5364673294277058,0.8082341974405205,-0.05271120330158934,0.36017262976284936,0.6932354916940864,-0.021740443846092788,0.7673213101503639,0.952661299042952,169,164,169,166,166
Y2A_Frailty_BreathingRateDepth,Y2A,Frailty,Health,BreathingRateDepth,Y2A_Frailty_BWTest,Y2A_Frailty_AgeInDays,-0.04005501440216497,0.1388148282743534,0.31650130449190167,0.48483483689891627,0.9396125275749886,-0.048329212215117816,0.044439432798314714,0.28476514119624186,0.07039274587306067,0.4566604340643817,0.822092758784652,NA,NA,NA,-0.1093831137041248,0.4125513117338292,0.7246568479080788,NA,NA,NA,169,164,169,166,166
Y2A_Frailty_Piloerection,Y2A,Frailty,Health,Piloerection,Y2A_Frailty_BWTest,Y2A_Frailty_AgeInDays,-0.0291801560316676,0.27878949298286376,0.4802115668604352,0.07326621912891386,0.6536048980110581,0.01712193505008199,0.674436176798421,0.8979517163902974,0.02810235181669695,0.6078430987611092,0.9060302792854269,-0.044856707600941854,0.5012283742251855,0.7862186565773597,0.04236600462838364,0.5164905271194666,0.7918713947064705,-0.16922450162627445,0.03735095707181322,0.31240237973758084,169,164,169,166,166
Y2A_Frailty_TDA,Y2A,Frailty,Health,TDA,Y2A_Frailty_BWTest,Y2A_Frailty_AgeInDays,0.002574570563364395,0.9391429379518113,0.9757329225473362,0.2470562317886122,0.8576938066957981,0.0024993394925769174,0.9662988113672755,0.9885979793206954,-0.06106328939848112,0.32073876444945426,0.7148754279735486,-0.055134449044024765,0.4115669757448841,0.7189781812152644,0.11186530047718656,0.13147937608851973,0.45042695348985706,0.02142868344684844,0.8961301534849824,0.9744585976097913,169,164,169,166,166
Y2A_Frailty_Temperature,Y2A,Frailty,Metabolism,Temperature,Y2A_Frailty_BWTest,Y2A_Frailty_AgeInDays,0.0023505538946221134,0.9337635729480054,0.9727377520897807,0.30636285222433496,0.8990811867318238,0.016409264983857686,0.7928724378395662,0.9350156873864621,0.02558105564762837,0.6114205262775807,0.9094560547769035,-0.061280090922841333,0.27085255251540746,0.5950984503836697,0.08524359501512398,0.21028224891124975,0.5570143116916386,-0.07997676080864984,0.29703784779377407,0.7046999223434042,169,164,169,166,166
Y2A_Grip_All,Y2A,Grip,Health,All,Y2A_Grip_BWTest,Y2A_Grip_AgeInDays,0.01374304934120963,0.6173595301042005,0.7965686818190023,0.48050044170605344,0.9396125275749886,0.003706428357255526,0.940951002535639,0.979189940229395,-0.005738605698264898,0.9052653931320718,0.9925311324188524,-0.02715430488693424,0.6500392995234409,0.8803389370688885,0.11728922972856369,0.11183835641943467,0.43050912122159074,-0.03158427353241047,0.6681024834816687,0.9205818561697598,169,163,169,166,166
Y2A_Grip_Fore,Y2A,Grip,Health,Fore,Y2A_Grip_BWTest,Y2A_Grip_AgeInDays,-0.0046535082420751635,0.8645371436711717,0.9350066289319754,0.4054392529123442,0.9217284987536123,-0.01244916209907975,0.7912048931506244,0.9350156873864621,-0.04484543111349945,0.32472001566321484,0.7214872848017054,0.07935889143387045,0.17673148332614017,0.47417390432032325,-0.06942339083487933,0.34454427921738373,0.6804658626452083,0.035655211404413724,0.6614889880702581,0.9205818561697598,169,163,169,166,166
Y2B_Frailty_Frailty,Y2B,Frailty,Health,Frailty,Y2B_Frailty_BWTest,Y2B_Frailty_AgeInDays,-0.05915488790842557,0.023479532823986276,0.08410578922024935,0.7364637045130099,0.9910284616491165,-0.016562470793477124,0.7089704299900873,0.9077353541123081,0.004781271181383242,0.9123889803456255,0.9925311324188524,-0.08508186489955845,0.1150181743189598,0.3767205718976155,-0.07275383944982405,0.2763108993942481,0.6206652914769968,-0.12197486927311582,0.1200880173742524,0.5270529651425523,127,137,141,142,157
Y2B_Frailty_FrailtyAdj,Y2B,Frailty,Health,FrailtyAdj,Y2B_Frailty_BWTest,Y2B_Frailty_AgeInDays,-0.0727079786820947,0.005946225904620154,0.028927585481935886,0.9345613737813142,0.9944097161284644,-0.04445883326021097,0.32381074092884055,0.6633494321313677,-0.040606222986307255,0.39032343430823724,0.7802384059917129,-0.14602255079894974,0.01165022196036631,0.11316400685145027,-0.04689435046576614,0.4659576279031825,0.7499888546430843,-0.07435277860333746,0.32263622980622564,0.7305552846886192,127,137,141,142,157
Y2B_Frailty_Alopecia,Y2B,Frailty,Health,Alopecia,Y2B_Frailty_BWTest,Y2B_Frailty_AgeInDays,-0.032458477169598654,0.21645745747763487,0.41894991769864814,0.8094785016854055,0.992485414532811,-0.015432956034687587,0.667197328275863,0.8971958525319419,0.026446505692645228,0.5897763566099368,0.8994784328150083,-0.09351571339932475,0.06175561941952111,0.2629236251932905,-0.03632955469495598,0.5659153560490985,0.8214660503814697,0.018034666925079795,0.8724182813700523,0.9744585976097913,127,136,141,142,157
Y2B_Frailty_LossOfFurColor,Y2B,Frailty,Health,LossOfFurColor,Y2B_Frailty_BWTest,Y2B_Frailty_AgeInDays,0.01234163790976291,0.6293778389449898,0.8006219859370894,0.9711518826984187,0.9944097161284644,6.178014060217973e-4,0.989118081997016,0.9946671315453864,0.041733497334919656,0.32901295782484397,0.723083989777424,0.009374623112655007,0.856151236459247,0.9558138113587307,0.022181438263489325,0.7451241440684551,0.9088737430204665,0.017088798171090852,0.809791779936784,0.9660435495554588,127,137,141,142,157
Y2B_Frailty_Dermatitis,Y2B,Frailty,Health,Dermatitis,Y2B_Frailty_BWTest,Y2B_Frailty_AgeInDays,-0.047413705369607415,0.06336484569853915,0.18032683360849086,0.18127542672273184,0.807428078117364,0.014497142053598375,0.6252648644996511,0.8695189391626259,-0.11605741137662508,0.008890044434495353,0.11926078477219236,-0.06495716484865532,0.08637810116114181,0.3070741496278591,NA,NA,NA,NA,NA,NA,127,137,141,142,157
Y2B_Frailty_LossOfWhiskers,Y2B,Frailty,Health,LossOfWhiskers,Y2B_Frailty_BWTest,Y2B_Frailty_AgeInDays,0.009435493762486945,0.7121235484585157,0.8488889981624691,0.7432716560783073,0.9910284616491165,0.04895664968263953,0.22274811245996376,0.5838597919959421,0.013499377322485274,0.7404841709929049,0.9624940504130811,-0.041861897847680414,0.4032944598248308,0.7080058294702585,0.05254765801471271,0.5298850621753096,0.7987320095105719,-0.04587713813626941,0.5321159368378279,0.8579012042895592,127,137,141,142,157
Y2B_Frailty_CoatCondition,Y2B,Frailty,Health,CoatCondition,Y2B_Frailty_BWTest,Y2B_Frailty_AgeInDays,-0.013198414675084815,0.609334597989245,0.7962266979169808,0.8824633242299692,0.9944097161284644,-0.02354443667209393,0.5637010149725312,0.8282246469985756,0.0171687535428896,0.7088471242597967,0.9470044570048792,-0.018418066889824645,0.7526212840845812,0.9209377617460857,0.02440602628625832,0.682072827518251,0.8778179724247389,-0.04784463538604944,0.5343551934857391,0.8595623135030781,127,137,141,142,157
Y2B_Frailty_Tumours,Y2B,Frailty,Health,Tumours,Y2B_Frailty_BWTest,Y2B_Frailty_AgeInDays,-0.07041679684449319,0.006733613180587934,0.03107963841341397,0.10400593091313166,0.7035260134191147,-0.028228420563082307,0.4742991004054872,0.7981971520419145,-0.1193720272868204,1.4137126033590772e-4,0.0059126450646370815,-0.09472562394282542,0.16935076626618192,0.4613348460354611,0.03120948663828587,0.5930839382080778,0.8391198998197478,-0.42275173371749136,0.1351123794617384,0.5452955561549372,127,137,141,142,157
Y2B_Frailty_DistendedAbdomen,Y2B,Frailty,Health,DistendedAbdomen,Y2B_Frailty_BWTest,Y2B_Frailty_AgeInDays,0.005973357611326295,0.8640846989253055,0.9350066289319754,0.8688932085201686,0.9944097161284644,0.055953741915065934,0.2992424382660674,0.6423857132837435,0.047351754480259,0.3497954078312834,0.735013486072633,-0.06536821066345444,0.3377869203369589,0.6616157034699112,0.0870321201979807,0.3322674265694948,0.6738069779929661,-0.08373445952855585,0.6017661314986529,0.9117724472241495,127,137,141,142,157
Y2B_Frailty_Kyphosis,Y2B,Frailty,Health,Kyphosis,Y2B_Frailty_BWTest,Y2B_Frailty_AgeInDays,-0.029275081884619376,0.25040019177782213,0.4495963543142941,0.7564024532490046,0.9910284616491165,-0.004058015898270309,0.9233685369769713,0.979189940229395,0.01718522170193279,0.7014998048953911,0.943134388518717,-0.06675768711573273,0.1932864094611717,0.5033942751900846,-0.04655595313045516,0.45190896858634244,0.7414858701158814,-0.06049848736600778,0.42460463110869273,0.8017078724925026,127,137,141,142,157
Y2B_Frailty_TailStiffening,Y2B,Frailty,Health,TailStiffening,Y2B_Frailty_BWTest,Y2B_Frailty_AgeInDays,-0.06322140498496139,0.01371542579058321,0.05516819312413358,0.5153466839389074,0.96014861784906,-0.023896621680234473,0.543149908167721,0.8181480759585209,-0.037771614605727116,0.599129150379417,0.8994784328150083,-0.1197350018035815,0.04901397392378553,0.23546578013386157,-0.050927157550991205,0.24284425261424802,0.5874205569993297,-0.12842277172813635,0.15022879294362404,0.5586617472820697,127,137,141,142,157
Y2B_Frailty_GaitDisorders,Y2B,Frailty,Health,GaitDisorders,Y2B_Frailty_BWTest,Y2B_Frailty_AgeInDays,-0.02955895135979218,0.24626781339478437,0.4466318026303394,0.7388016645636513,0.9910284616491165,-0.005910548716683593,0.8747854601544045,0.9755317204281254,0.01015557895568181,0.8078819144190125,0.9925311324188524,-0.012958957301865172,0.8231645927241332,0.9467244218045721,-0.05074774388098624,0.4435155817422949,0.7366362580071714,-0.07046294081507097,0.3765528521068575,0.7760263126028282,127,137,141,142,157
Y2B_Frailty_Tremor,Y2B,Frailty,Health,Tremor,Y2B_Frailty_BWTest,Y2B_Frailty_AgeInDays,-0.029043586889910974,0.255050549095587,0.4545455330416402,0.4291780200488797,0.93095204007465715,1.9784367064464025e-4,0.9970355503100391,0.9996347766207173,-0.02273271281792567,0.6667496895594998,0.9313536920958828,0.04041605302759634,0.4538866177183237,0.7488208389441356,-0.1032058753101111,0.06594265717767056,0.3336055215967348,-0.032177383534175735,0.5990926652349573,0.9117724472241495,127,137,141,142,157
Y2B_Frailty_BodyCondition,Y2B,Frailty,Health,BodyCondition,Y2B_Frailty_BWTest,Y2B_Frailty_AgeInDays,-0.08879796407217046,5.506015382305944e-4,0.003848865121611922,0.40404676420142627,0.9217284987536123,-0.04660184513894555,0.2709336029676994,0.6206370393860718,-0.05611502190417142,0.19169630962087808,0.5675661240589621,-0.09299334866142775,0.1182246502838056,0.37985998037588903,-0.045349950968404974,0.5017633853908195,0.7759451057015697,-0.1644017266109691,0.019877936020982676,0.21019286532757978,127,137,141,142,157
Y2B_Frailty_RightingReflex,Y2B,Frailty,Health,RightingReflex,Y2B_Frailty_BWTest,Y2B_Frailty_AgeInDays,-0.0386969702931108,0.12954185542824043,0.3001547476576945,0.6579561982215012,0.9884909207373337,-0.013231665201879501,0.6911524750849553,0.9028760852982296,-0.024789842390983224,0.5157923202645647,0.8508778183482726,-0.07905229523863241,0.18985280835933455,0.5033942751900846,-0.10327183290983061,0.12530691389143733,0.4452637457523164,-0.00999163690770446,0.9291702012753826,0.9826456384291803,127,137,141,142,157
Y2B_Frailty_VestibDisturbance,Y2B,Frailty,Health,VestibDisturbance,Y2B_Frailty_BWTest,Y2B_Frailty_AgeInDays,-0.056929528716738266,0.025507830374962494,0.09011933534222945,0.35482520321016287,0.9046784436457699,-0.0192023994459695,0.6296213771829966,0.8695189391626259,-0.0032175505503961497,0.937716983160299,0.9925311324188524,-0.07491642278310016,0.22129562575401274,0.5397399076090588,-0.10404439310797335,0.07188022067217995,0.35493957242262647,-0.13263762648773023,0.10288814157241047,0.49943108157891947,127,137,141,142,157
Y2B_Frailty_Cataracts,Y2B,Frailty,Health,Cataracts,Y2B_Frailty_BWTest,Y2B_Frailty_AgeInDays,-0.011532009747684714,0.6495434479325085,0.8105221533993173,0.34535005947531433,0.9046784436457699,-0.060971822882640324,0.06487771239040586,0.349313237139704,-0.06555614859873524,0.2503602260654745,0.6254600379590669,0.046672893111061535,0.37478479883262306,0.6904361437724368,0.1246446748811364,0.304790926727699,0.6470461235733816,-0.0064988992726650215,0.9151544872014813,0.9816883375480957,127,137,141,142,157
Y2B_Frailty_EyeDischargeOrSwelling,Y2B,Frailty,Health,EyeDischargeOrSwelling,Y2B_Frailty_BWTest,Y2B_Frailty_AgeInDays,-0.026191159198704066,0.3012791964149041,0.5104024033381904,0.752045742962096,0.9910284616491165,-0.0360861207959178,0.4177772040533547,0.7626780230576177,0.0026880678683692026,0.9449493982568591,0.9925311324188524,-0.08853264678267472,0.05365945267611262,0.24614110227558755,-0.08325995523722769,0.441080277003283,0.7366362580071714,0.005887006452020993,0.9301273061362002,0.9826456384291803,127,137,141,142,157
Y2B_Frailty_Microphthalmia,Y2B,Frailty,Health,Microphthalmia,Y2B_Frailty_BWTest,Y2B_Frailty_AgeInDays,0.010042084573681151,0.6949526155417931,0.8379480205780147,0.580831902135273,0.9853220318120754,0.027135808974554313,0.5186419438430576,0.8123922595829215,-0.05079489062032119,0.39366217895226707,0.7832440436364182,0.0038406619600219313,0.9439146179487637,0.9826109712468096,-0.06168673288975158,0.3872939603087596,0.7122721422022609,0.04565792018489289,0.43582743390598255,0.8017078724925026,127,137,141,142,157
Y2B_Frailty_CornealOpacity,Y2B,Frailty,Health,CornealOpacity,Y2B_Frailty_BWTest,Y2B_Frailty_AgeInDays,0.004401599024876519,0.8633458116384609,0.9350066289319754,0.16602509353623635,0.8065678530577968,-0.0311569343356107,0.23399030350282113,0.5905114693058326,NA,NA,NA,NA,NA,NA,0.048297454875132956,0.3369485260541807,0.6771634227621495,0.084332225947944,0.311886226966695,0.713026068724502,127,137,141,142,157
Y2B_Frailty_VisionLoss,Y2B,Frailty,Health,VisionLoss,Y2B_Frailty_BWTest,Y2B_Frailty_AgeInDays,-0.0319650887490854,0.20791160040637413,0.4169814827091626,0.6287643990911226,0.9853220318120754,0.010638518140080756,0.8074268619818046,0.9472366135929666,0.017264176227833845,0.6888895224644834,0.9329731283734716,-0.027958087946370107,0.5910878806887295,0.8405269663393733,-0.10603738219175339,0.08608071434024918,0.40609199479159946,-0.05805556367523742,0.4353077912549155,0.8017078724925026,127,137,141,142,157
Y2B_Frailty_MenaceReflex,Y2B,Frailty,Health,MenaceReflex,Y2B_Frailty_BWTest,Y2B_Frailty_AgeInDays,0.0038415690305667297,0.881596202273798,0.9451214153453725,0.9756496788303979,0.9944097161284644,-0.005421100324868046,0.9396055461835202,0.979189940229395,0.007191191325557022,0.8506485170322938,0.9925311324188524,0.006118213869481079,0.8831321685238598,0.9680459268480135,0.04094718550001035,0.5573941907125048,0.8194953604725944,-0.0334187548698511,0.6771505506697061,0.921152869689841,127,137,141,142,157
Y2B_Frailty_BreathingRateDepth,Y2B,Frailty,Health,BreathingRateDepth,Y2B_Frailty_BWTest,Y2B_Frailty_AgeInDays,-9.855642247029576e-4,0.969323925991813,0.9815938491056335,0.3248429797989827,0.9046784436457699,0.01635798707062128,0.5305912367830994,0.8123922595829215,0.029410657580397192,0.4753172136864411,0.8323904899779794,-0.06240702245708868,0.36929053216153884,0.6891484734038166,-0.10185648650295298,0.21315910810545946,0.5570143116916386,NA,NA,NA,127,137,141,142,157
Y2B_Frailty_Piloerection,Y2B,Frailty,Health,Piloerection,Y2B_Frailty_BWTest,Y2B_Frailty_AgeInDays,-0.014208109584493648,0.5845115399520678,0.7793487199360905,0.09006350809769033,0.6627986574401008,0.006008083650414665,0.8968160348623089,0.979189940229395,0.08040255514659966,0.056772535788681244,0.33637727454793637,0.00919834488306916,0.8536011336848086,0.9558138113587307,0.003017179140427171,0.966110098158094,0.9986605924330739,-0.13760749277149703,0.06220994066431333,0.3482776993096597,127,137,141,142,157
Y2B_Frailty_TDA,Y2B,Frailty,Health,TDA,Y2B_Frailty_BWTest,Y2B_Frailty_AgeInDays,-0.02512864911149921,0.43374139680382573,0.6582979528614271,0.553009469344504,0.9759910488507807,-0.018887038688835074,0.7392997733683628,0.9140546445787183,0.009685050640885432,0.8536379356929136,0.9925311324188524,-0.10588202386831386,0.06419078958960733,0.2669113989261359,0.0800274196447057,0.272071842495293,0.6184236165924755,-0.11267877817752536,0.3652227635674751,0.7691114361599931,127,137,141,142,157
Y2B_Frailty_Temperature,Y2B,Frailty,Metabolism,Temperature,Y2B_Frailty_BWTest,Y2B_Frailty_AgeInDays,0.09012350809608385,5.871791438819732e-4,0.004065086380721354,0.42265552857142386,0.9302611254694048,0.0763240492169554,0.07882499810677446,0.381828318843031,0.05386894539540999,0.28285500132299735,0.6659570408239127,0.1629271097796725,0.004044334226175654,0.05868411499614061,0.007912393317003486,0.8979452632319878,0.9668102383069221,0.10099776803455743,0.15749001561495987,0.565532328799174,127,137,141,142,157
Y2B_Grip_All,Y2B,Grip,Health,All,Y2B_Grip_BWTest,Y2B_Grip_AgeInDays,0.07259721834531196,0.006369944665827462,0.029976210192129236,0.13854688377661017,0.7371183765004591,0.06468919956193912,0.16027938405646622,0.5089506893408625,0.0651029779870838,0.20485975515951835,0.5683492490061034,-0.016447001045804696,0.7579897056024502,0.9209377617460857,0.04863299699550515,0.44481270834987874,0.7366362580071714,0.13570210842991165,0.05315234346431507,0.32885769626554784,125,133,137,134,157
Y2B_Grip_Fore,Y2B,Grip,Health,Fore,Y2B_Grip_BWTest,Y2B_Grip_AgeInDays,1.8776053218095927e-4,0.9943036354742931,0.9968339763265748,0.2791318764155831,0.8670001603734809,0.07712274872010076,0.07147768205956348,0.36606784311933577,-0.04531961127968514,0.3654033571470091,0.755237752707917,-0.05452763795717331,0.29117060955257995,0.6089122642269745,0.09083799880376957,0.18865964206429303,0.5318122193623378,-0.05102042624844023,0.4507596787702024,0.8017078724925026,125,133,137,134,157
Y3A_Frailty_Frailty,Y3A,Frailty,Health,Frailty,Y3A_Frailty_BWTest,Y3A_Frailty_AgeInDays,-0.08935737154760529,3.4887377303968183e-4,0.0027009582428878594,0.48036317485001523,0.9396125275749886,-0.0768575366214034,0.04168862255065158,0.28077900559345875,-0.12850197442699776,0.00396168831113152,0.068701472907671,-0.04166315263421089,0.4435020756646557,0.7432951468228357,-0.03425009272041938,0.5419779878702777,0.8117328474826192,-0.14318273101752915,0.03725007818520943,0.31240237973758084,74,94,92,108,121
Y3A_Frailty_FrailtyAdj,Y3A,Frailty,Health,FrailtyAdj,Y3A_Frailty_BWTest,Y3A_Frailty_AgeInDays,-0.0902406911765084,2.9795208980248146e-4,0.002357423128107546,0.2598418127053498,0.8576938066957981,-0.08251557963491929,0.021994326634553456,0.1899991830960823,-0.17033208114206044,2.797952119959396e-4,0.00994671978645565,-0.0216810773393189,0.672824994402189,0.892497333992456,-0.025963973960907542,0.6602139792686796,0.8732477994327478,-0.13570985119152998,0.05087682895385756,0.32885769626554784,74,94,92,108,121
Y3A_Frailty_Alopecia,Y3A,Frailty,Health,Alopecia,Y3A_Frailty_BWTest,Y3A_Frailty_AgeInDays,-0.03801849001259858,0.1403664801904582,0.3178108985444336,0.34416448894297735,0.9046784436457699,-0.043276742153133776,0.2566252306769323,0.6089023106825466,-0.00776997403938134,0.8542588392098217,0.9925311324188524,-0.02641488595516104,0.572697106834327,0.8282361751652707,0.022584144328553893,0.7275321815205196,0.9012336366240347,-0.1480477400059012,0.07909069542830767,0.42601124582974814,74,94,92,108,121
Y3A_Frailty_LossOfFurColor,Y3A,Frailty,Health,LossOfFurColor,Y3A_Frailty_BWTest,Y3A_Frailty_AgeInDays,0.010654823754722799,0.6669560567159425,0.8194681925520113,0.9249957455367284,0.9944097161284644,0.02989106510613043,0.4836014369485305,0.8037212884290956,-0.02527226022483286,0.5231261682095444,0.855220025566494,0.04795670942225559,0.34008438447813005,0.662465746202604,0.024707067764197132,0.6750502779124996,0.8778179724247389,0.011213139008932728,0.8674692671402751,0.9744585976097913,74,94,92,108,121
Y3A_Frailty_Dermatitis,Y3A,Frailty,Health,Dermatitis,Y3A_Frailty_BWTest,Y3A_Frailty_AgeInDays,-0.04455048309821772,0.0771484261326914,0.20572913635384374,0.9111914228669701,0.9944097161284644,-0.04759119482172044,0.08317843850445279,0.3840013758044196,-0.08742077815065244,0.04467836634742716,0.29463734932416025,-0.020560688666543682,0.6221373417735627,0.8555892649922691,-0.06069261591795189,0.39836064261206106,0.7184539549376214,NA,NA,NA,74,94,92,108,121
Y3A_Frailty_LossOfWhiskers,Y3A,Frailty,Health,LossOfWhiskers,Y3A_Frailty_BWTest,Y3A_Frailty_AgeInDays,0.0056560082380694415,0.8212894506747658,0.9258690957595777,0.8646568908272346,0.9944097161284644,0.004911278489745926,0.9028879155495915,0.979189940229395,-0.028904666673796497,0.4294067044476705,0.8013337712921095,0.0015066699779078313,0.9738937309560812,0.9904254748077589,0.06347657906390539,0.34527578310768725,0.6804658626452083,0.01166563692723904,0.8797903375712466,0.9744585976097913,74,94,92,108,121
Y3A_Frailty_CoatCondition,Y3A,Frailty,Health,CoatCondition,Y3A_Frailty_BWTest,Y3A_Frailty_AgeInDays,-0.051581453360105146,0.037616497465569394,0.11878893936495598,0.8095746279059719,0.992485414532811,0.0017733420082004635,0.9663745057560766,0.9885979793206954,-0.06599701308166414,0.13691938457146863,0.48192912094214946,-0.08895587683068583,0.0746938429800556,0.2908541076514652,-0.03357050706360431,0.5541065652920387,0.8163380673849788,-0.062141034290626916,0.347257192260923,0.756170093440996,74,94,92,108,121
Y3A_Frailty_Tumours,Y3A,Frailty,Health,Tumours,Y3A_Frailty_BWTest,Y3A_Frailty_AgeInDays,-0.058609366593481045,0.020136114903656237,0.0747319728383118,0.8907810857179606,0.9944097161284644,-0.06370907777836636,0.04329181004263454,0.28476514119624186,-0.020093513030769578,0.5960925354480697,0.8994784328150083,-0.05831672087137097,0.4298493595919769,0.7346704198795567,-0.03351721749416957,0.5204512009644902,0.7918713947064705,-0.12895724709581202,0.2540361790051121,0.6664664750285744,74,94,92,108,121
Y3A_Frailty_DistendedAbdomen,Y3A,Frailty,Health,DistendedAbdomen,Y3A_Frailty_BWTest,Y3A_Frailty_AgeInDays,-0.036693436244570034,0.27569906480970546,0.47947663445166167,0.6374147204861145,0.9853220318120754,0.04130951298728782,0.4390316543414756,0.7806964712056769,-0.06324981400557483,0.21851825747082437,0.5844118546169711,0.028659602924773247,0.6645616427582881,0.8881641503780882,-0.009103647972097366,0.9057141759666947,0.9722508995384609,-0.09877484856004973,0.44421654419257117,0.8017078724925026,74,94,92,108,121
Y3A_Frailty_Kyphosis,Y3A,Frailty,Health,Kyphosis,Y3A_Frailty_BWTest,Y3A_Frailty_AgeInDays,-0.023376601976934818,0.35760858091334136,0.5760138216053821,0.6613978890177823,0.9884909207373337,-0.06639976288045668,0.13128963943073085,0.4730385501097187,-0.032909646931606716,0.42703342578729964,0.8013337712921095,0.03800943380804609,0.43209486628945404,0.7352405679747415,-0.020707958992040667,0.7362625531043587,0.9050192803616164,-0.05202263050268341,0.4639124292936153,0.8091489799323313,73,94,92,108,121
Y3A_Frailty_TailStiffening,Y3A,Frailty,Health,TailStiffening,Y3A_Frailty_BWTest,Y3A_Frailty_AgeInDays,-0.004693149494998193,0.849872574198412,0.9345001300342595,0.990592749831173,0.9989402813360714,0.01256957953444718,0.7922707770323111,0.9350156873864621,0.006005272443682073,0.8991022719855262,0.9925311324188524,-0.009895695784043947,0.859693041593178,0.9561857794716472,-0.023031029802089396,0.6708075453879262,0.8778179724247389,0.006568924470834289,0.910424635375796,0.9792918543906066,74,94,92,108,121
